price,sqrt,location,bhk,New/Resale,Gymnasium,Lift Available,CarParking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
3500000.0,,Dronagiri,1.0,1.0,0,1,1,1,1,Yes,0,0,1,0,1,1,0
3400000.0,550.0,Koproli,1.0,0.0,0,0,0,0,No,No,0,,0,0,No,0,0
5000000.0,,Nala Sopara,2.0,0.0,Yes,1,1,,1,1,1,1,1,0,,1,
25000000.0,900.0,Ville Parle East,2.0,0.0,0,1,0,0,No,0,0,0,No,,0,0,No
9000000.0,1060.0,Kharghar,2.0,0.0,No,0,0,,0,0,0,,No,0,0,0,0
23000000.0,1440.0,Malad West,,1.0,1,1,1,1,No,Yes,1,1,1,0,0,0,1
3100000.0,,Nala Sopara,1.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0
4400000.0,650.0,Ulwe,1.0,0.0,1,1,0,0,0,1,0,0,0,,0,0,0
4900000.0,655.0,nan,1.0,0.0,0,1,Yes,1,1,0,0,0,0,0,No,0,
7050000.0,890.0,Mira Road East,2.0,0.0,1,Yes,1,1,No,Yes,1,Yes,Yes,1,No,0,Yes
13500000.0,1200.0,CBD Belapur East,2.0,0.0,No,1,1,No,0,,0,,0,0,No,0,1
17000000.0,1000.0,Chembur,2.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,No
16500000.0,656.0,Kanjurmarg,2.0,1.0,1,0,0,0,0,1,1,0,0,1,0,No,1
11000000.0,,Dahisar West,,0.0,0,0,0,0,0,No,0,0,0,0,,0,0
6000000.0,900.0,Nala Sopara,2.0,0.0,0,1,0,No,0,1,0,1,0,0,0,0,0
3300000.0,910.0,Nala Sopara,2.0,0.0,1,1,1,No,1,0,1,0,0,0,No,1,0
11500000.0,950.0,Jankalyan Nagar,2.0,0.0,0,1,1,,0,No,0,0,1,0,0,0,0
8800000.0,900.0,nan,2.0,1.0,1,1,1,1,1,1,1,1,1,1,Yes,1,No
107600000.0,2604.0,Parel,4.0,0.0,1,Yes,0,0,1,,1,Yes,1,1,0,1,1
2750000.0,700.0,Kalyan West,1.0,0.0,0,,No,0,0,1,0,0,0,No,No,0,0
30500000.0,1717.0,Goregaon,3.0,1.0,1,,Yes,0,1,1,1,1,,No,0,1,Yes
7800000.0,545.0,vrindavan society,1.0,0.0,0,1,1,,1,0,0,0,0,0,0,No,0
17800000.0,1350.0,Malad West,,1.0,,Yes,1,0,,1,Yes,1,1,,1,1,1
21800000.0,1100.0,Kandivali East,3.0,0.0,1,1,1,,Yes,1,1,1,0,0,No,1,1
6400000.0,509.0,Thane West,1.0,0.0,Yes,1,1,1,1,0,1,Yes,,0,0,,1
12000000.0,,Kharghar,3.0,1.0,1,1,1,0,,1,1,1,1,1,No,,Yes
18000000.0,1278.0,nan,,0.0,1,Yes,1,0,Yes,0,Yes,1,No,0,,1,0
27799999.0,1274.0,Andheri  West,3.0,1.0,1,1,0,0,1,1,1,1,No,0,0,No,1
11200000.0,1025.0,Kharghar,2.0,0.0,1,1,1,0,1,1,1,,1,No,0,1,
18500000.0,1676.0,Kurla,3.0,0.0,Yes,,Yes,0,Yes,1,1,,1,1,0,1,
5700000.0,,Mira Road East,1.0,0.0,1,1,1,Yes,1,Yes,Yes,Yes,1,No,1,1,1
23700000.0,1450.0,Malad West,3.0,1.0,1,,1,0,1,1,1,0,Yes,0,0,1,
10000000.0,1120.0,Kharghar,2.0,0.0,,1,,0,1,1,1,No,1,,,Yes,1
2063000.0,655.0,Badlapur East,1.0,1.0,1,1,1,0,1,1,1,Yes,1,1,No,1,1
6900000.0,565.0,Thane,2.0,0.0,Yes,1,,1,1,0,1,No,0,0,0,0,0
,950.0,Kapurbawadi,2.0,0.0,1,Yes,Yes,Yes,1,0,0,0,0,0,0,0,0
16000000.0,2000.0,Kamothe,3.0,0.0,1,1,1,0,Yes,0,,1,0,0,0,Yes,0
9500000.0,1200.0,Kharghar,2.0,0.0,0,1,0,0,0,Yes,0,1,0,0,0,,No
13000000.0,900.0,borivali West,2.0,0.0,0,1,0,No,0,0,0,0,0,0,1,0,0
2450000.0,560.0,Nala Sopara,1.0,1.0,0,1,0,0,0,1,0,0,0,0,No,,0
15500000.0,850.0,Ghatkopar West,2.0,0.0,Yes,,,0,0,Yes,Yes,Yes,0,,1,No,1
2300000.0,510.0,Naigaon East,1.0,0.0,0,1,No,0,0,No,0,0,0,0,0,0,0
13500000.0,1066.0,Malad West,2.0,1.0,1,1,0,0,0,0,0,1,0,0,0,0,No
3350000.0,1160.0,Boisar,3.0,,0,0,,0,0,0,No,0,0,0,0,0,0
5200000.0,534.0,Godrej Hill,2.0,,0,1,1,1,1,0,0,0,0,0,0,0,0
10400000.0,504.0,nan,2.0,1.0,1,1,,0,0,Yes,1,0,0,1,0,1,
10500000.0,911.0,Sector 20 Kharghar,2.0,0.0,0,0,Yes,1,1,0,0,0,0,0,0,0,0
13799999.0,1137.0,Kandivali East,2.0,1.0,,1,0,0,0,,0,0,1,0,0,1,1
6448999.0,910.0,Thane West,1.0,1.0,1,1,1,No,,1,1,1,1,1,1,1,1
42500000.0,2400.0,borivali West,3.0,0.0,0,1,0,0,,1,0,Yes,,0,1,0,0
5700000.0,1050.0,Mira Road East,2.0,0.0,0,0,,,0,0,No,0,,0,0,0,No
3300000.0,920.0,Badlapur East,2.0,1.0,1,1,1,No,1,1,1,1,1,1,,1,Yes
45000000.0,1700.0,Ville Parle East,3.0,,0,1,0,No,0,0,0,0,0,0,1,0,0
24000000.0,960.0,Andheri  West,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,,0
13500000.0,1414.0,Kharghar,3.0,0.0,1,Yes,1,0,Yes,0,0,0,1,,No,0,Yes
8600000.0,700.0,borivali East,1.0,1.0,Yes,Yes,1,Yes,Yes,1,1,1,Yes,1,0,,1
8500000.0,676.0,Ghatkopar,1.0,1.0,1,1,1,Yes,1,1,Yes,1,1,1,0,1,1
58000000.0,1500.0,Andheri  West,3.0,1.0,1,Yes,,0,1,1,Yes,1,0,,0,1,1
60000000.0,1118.0,Bandra West,3.0,1.0,1,1,0,0,0,1,Yes,1,0,No,1,0,1
,1053.0,Ghatkopar West,2.0,0.0,1,1,1,No,Yes,1,1,1,0,1,0,1,1
52400000.0,1182.0,Bandra West,2.0,1.0,1,Yes,Yes,0,1,1,1,1,1,1,Yes,,1
5100000.0,675.0,Panvel,,1.0,1,1,0,0,,1,,1,0,0,1,0,1
2800000.0,510.0,Naigaon East,1.0,0.0,1,1,,1,1,1,1,1,Yes,0,0,Yes,1
70000000.0,1824.0,Bandra West,3.0,0.0,0,0,0,0,0,0,0,0,0,0,,0,0
14500000.0,950.0,Kulupwadi,2.0,0.0,0,1,1,1,1,0,No,0,0,0,0,No,0
,950.0,Jogeshwari West,2.0,,,1,1,0,1,0,0,0,1,0,,0,No
7600000.0,880.0,Thane West,2.0,0.0,1,1,1,0,1,1,Yes,1,1,1,0,Yes,1
,720.0,Kharghar,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,,1
110000000.0,3300.0,Andheri  West,4.0,1.0,0,No,0,0,No,No,0,0,,0,No,0,0
30400000.0,3205.0,Kharghar,4.0,1.0,Yes,1,1,0,1,1,1,1,1,1,0,1,1
9497000.0,1200.0,kavesar,2.0,0.0,0,Yes,Yes,1,1,0,0,0,0,0,0,0,
3800000.0,,Boisar,2.0,0.0,0,0,0,0,0,Yes,No,0,0,0,0,0,0
35000000.0,1805.0,nan,3.0,1.0,,,1,No,1,1,1,,Yes,Yes,No,1,1
6000000.0,,Mira Road East,1.0,1.0,0,1,1,No,1,0,Yes,1,0,,0,0,0
41200000.0,2300.0,Malad East,4.0,0.0,1,Yes,1,0,Yes,1,1,,0,0,1,1,1
3600000.0,1200.0,Kewale,2.0,0.0,1,1,1,0,1,1,1,Yes,0,0,,1,1
36600000.0,1625.0,Thane West,4.0,1.0,1,1,Yes,0,1,1,1,1,No,0,0,1,
11500000.0,,Koper Khairane,2.0,0.0,0,0,0,0,0,0,0,0,No,0,,0,0
23600000.0,1242.0,Kandivali West,3.0,0.0,Yes,Yes,0,0,0,0,0,1,0,0,1,0,No
6500000.0,750.0,Sanpada,1.0,0.0,0,1,,0,0,No,0,0,0,No,0,0,0
,685.0,Kharghar,1.0,0.0,No,,0,0,0,0,0,0,0,0,0,No,0
3200000.0,600.0,nan,,0.0,Yes,1,1,,1,1,1,1,1,1,0,1,1
15500000.0,1605.0,Kharghar,,0.0,1,Yes,Yes,,Yes,1,Yes,1,1,1,0,1,1
2500000.0,450.0,Ulwe,1.0,0.0,No,1,0,0,No,0,0,,,0,Yes,No,0
65000000.0,5000.0,Belapur,5.0,1.0,0,0,0,0,0,,No,0,No,0,0,0,0
,800.0,Andheri  West,2.0,1.0,1,1,1,0,1,Yes,1,0,0,0,No,1,Yes
10300000.0,,Ulwe,,1.0,Yes,1,,1,1,Yes,1,1,1,1,1,1,Yes
3500000.0,650.0,Ulwe,1.0,0.0,No,1,,No,0,No,,No,0,0,0,0,No
3500000.0,565.0,Mira Road and Beyond,1.0,0.0,Yes,1,Yes,1,,0,0,0,No,0,No,0,0
18800000.0,1350.0,Rajendra Nagar,3.0,0.0,0,1,1,1,Yes,,,0,0,0,0,,0
9500000.0,600.0,Powai ,1.0,0.0,1,1,1,1,1,1,1,1,0,0,0,1,1
12100000.0,676.0,Thane West,2.0,1.0,Yes,,1,1,1,,1,1,1,,0,No,1
,220.0,Mira Road East,1.0,0.0,0,1,No,0,1,No,0,0,No,0,1,No,No
18000000.0,1020.0,Andheri  East,2.0,1.0,1,Yes,1,,1,Yes,Yes,Yes,1,1,1,Yes,Yes
3200000.0,510.0,Naigaon East,1.0,1.0,1,Yes,1,1,1,1,1,1,1,0,0,1,1
,565.0,Bhandup West,1.0,,No,0,0,0,0,No,0,0,No,0,0,0,0
21700000.0,707.0,Andheri  West,2.0,1.0,1,Yes,0,0,1,Yes,Yes,Yes,0,No,0,,
13500000.0,1635.0,Ulwe,3.0,1.0,1,1,1,1,1,1,1,Yes,1,,,1,1
16000000.0,1150.0,Chembur,2.0,1.0,1,1,0,0,0,1,Yes,1,0,No,1,0,No
17900000.0,1300.0,Goregaon East,2.0,,1,1,1,0,1,,1,1,,0,Yes,Yes,1
10800000.0,650.0,Magathane,1.0,0.0,0,Yes,1,1,1,0,0,0,0,No,0,0,0
2330000.0,585.0,Nala Sopara,1.0,0.0,0,Yes,0,No,0,1,,0,0,0,0,No,0
27500000.0,1270.0,Chembur,3.0,0.0,1,1,,1,Yes,1,1,1,1,1,0,1,1
4850000.0,411.0,Malad East,1.0,1.0,1,1,0,0,0,1,1,1,0,1,Yes,,0
4200000.0,750.0,Virar West,,0.0,1,Yes,1,1,1,0,0,0,0,No,,0,0
4100000.0,670.0,nan,1.0,1.0,1,Yes,1,1,1,Yes,1,1,1,,0,1,Yes
14800000.0,1980.0,Sector 20 Kharghar,3.0,0.0,0,1,1,1,1,0,0,0,0,0,0,No,
5800000.0,1021.0,Bhiwandi,2.0,1.0,1,1,0,0,0,1,1,0,0,0,1,,1
,,Taloja,1.0,,1,1,1,0,1,Yes,1,1,Yes,1,No,Yes,1
29000000.0,1960.0,Mulund West,3.0,0.0,Yes,1,,1,1,1,1,1,1,Yes,0,Yes,1
71500000.0,3182.0, WORLI,3.0,1.0,1,1,1,1,1,1,1,1,1,Yes,1,,1
,1025.0,Mira Road East,2.0,0.0,1,,1,0,1,1,1,0,0,0,0,1,1
7400000.0,600.0,borivali West,1.0,0.0,,,0,No,No,0,0,0,0,0,0,0,0
35000000.0,,Nerul,3.0,0.0,No,0,0,1,1,0,0,0,1,0,1,0,No
,1850.0,Andheri  West,3.0,0.0,1,,Yes,1,Yes,1,1,0,1,Yes,0,0,1
15500000.0,845.0,borivali East,2.0,1.0,1,1,1,1,,No,1,,1,0,,1,0
10000000.0,,borivali West,1.0,0.0,0,1,0,No,0,0,No,No,0,0,Yes,0,0
13500000.0,1375.0,Kharghar,3.0,0.0,1,1,1,No,1,1,1,1,,0,0,,1
2950000.0,630.0,Virar,1.0,0.0,0,1,0,No,1,,1,0,,0,0,Yes,0
2150000.0,525.0,Nala Sopara,1.0,1.0,0,Yes,,0,0,1,,0,0,No,0,0,0
2418000.0,640.0,Ambarnath,1.0,1.0,0,1,1,No,Yes,0,1,,0,0,No,,0
24000000.0,660.0,Andheri  West,2.0,0.0,0,0,0,0,0,0,No,0,0,0,0,No,0
4200000.0,650.0,Ulwe,1.0,0.0,0,0,0,0,No,0,0,0,0,0,0,0,0
4700000.0,690.0,taloja panchanand,1.0,0.0,No,1,1,1,1,0,0,,No,0,0,0,0
10000000.0,585.0,nan,1.0,0.0,,1,,No,1,1,1,1,0,0,1,1,1
16500000.0,750.0,Jogeshwari West,2.0,0.0,0,1,Yes,0,0,0,No,0,No,No,No,0,0
3000000.0,320.0,Mira Road and Beyond,1.0,0.0,0,0,0,0,1,0,0,No,0,0,Yes,,No
10800000.0,1200.0,Mira Road East,2.0,1.0,1,Yes,0,0,0,1,1,1,0,0,1,0,1
3700000.0,550.0,Taloja,1.0,1.0,1,,Yes,,1,1,Yes,1,0,Yes,0,1,Yes
42000000.0,2020.0,Powai ,3.0,0.0,1,1,0,0,0,1,1,1,1,1,Yes,1,1
12000000.0,1302.0,Sector 11 Kharghar,3.0,0.0,1,,Yes,No,1,0,0,0,,0,0,0,
9500000.0,1050.0,nan,2.0,0.0,1,1,0,0,0,0,0,0,0,0,Yes,0,1
15000000.0,880.0,Wadala East Wadala,2.0,0.0,1,1,1,1,Yes,No,,0,0,0,0,0,0
4000000.0,650.0,Ulwe,,0.0,0,,0,0,,0,No,0,0,0,1,No,
22500000.0,1250.0,Dahisar,3.0,0.0,1,1,1,0,,Yes,1,1,1,0,No,1,Yes
8250000.0,1060.0,Mira Road East,2.0,1.0,,1,1,1,,1,Yes,1,1,1,1,1,1
45000000.0,780.0,Juhu,2.0,0.0,No,1,0,0,0,No,No,0,0,0,0,No,0
2600000.0,585.0,Boisar,1.0,,0,0,0,0,0,1,0,,0,0,0,0,0
16500000.0,1660.0,nan,3.0,1.0,1,1,0,0,0,1,,1,0,No,No,0,1
11000000.0,585.0,Powai ,1.0,0.0,,1,0,0,0,1,Yes,,0,0,1,No,1
31500000.0,2700.0,Kharghar,5.0,1.0,,1,0,0,,,1,1,0,0,0,0,Yes
4900000.0,980.0,Taloja,2.0,0.0,,0,1,Yes,1,0,0,0,0,0,0,0,0
14500000.0,1250.0,Sector 18 Kharghar,2.0,0.0,1,1,1,0,0,0,,0,Yes,No,0,0,1
12500000.0,1238.0,Ghatkopar West,2.0,1.0,0,0,No,0,0,0,0,0,0,0,No,No,0
6300000.0,1090.0,Karanjade,2.0,1.0,0,1,Yes,Yes,1,No,No,1,1,Yes,0,1,0
4000000.0,1050.0,Virar,2.0,,1,,1,No,1,1,1,1,0,0,0,1,1
18000000.0,1050.0,Dattapada,,0.0,0,1,1,1,1,0,,0,0,0,0,0,0
60000000.0,1491.0,Goregaon East,3.0,1.0,1,1,1,0,1,,,0,1,1,0,1,1
2500000.0,453.0,Naigaon East,,0.0,1,Yes,Yes,0,1,No,0,1,,0,0,1,No
5000000.0,960.0,Vasai,2.0,0.0,0,1,0,0,0,1,0,No,0,0,0,1,No
10500000.0,575.0,Kandivali West,1.0,,No,,0,0,0,0,0,0,0,0,,No,0
3300000.0,625.0,Karanjade,1.0,1.0,0,Yes,1,0,1,0,0,0,1,0,,0,0
50100000.0,2800.0,Central Avenue,4.0,0.0,0,0,1,1,1,0,0,0,,0,,,0
19900000.0,1100.0,Chembur,2.0,0.0,1,1,1,,1,0,0,0,0,0,0,0,0
110000000.0,3000.0,Andheri  West,4.0,1.0,1,1,0,0,0,1,1,1,,0,0,0,1
19500000.0,944.0,Thane West,3.0,1.0,1,1,1,0,0,0,1,No,No,1,0,0,1
3000000.0,420.0,Kamothe,1.0,0.0,0,,1,Yes,1,No,1,0,,0,0,0,0
2600000.0,650.0,Titwala,1.0,0.0,0,1,0,0,0,0,0,No,,0,0,0,0
3000000.0,665.0,Dronagiri,1.0,1.0,0,1,0,0,No,0,0,Yes,0,0,0,0,0
4400000.0,610.0,Thakur complex,1.0,0.0,Yes,1,Yes,1,1,0,1,0,0,0,0,No,0
7500000.0,700.0,Kopar Khairane Sector 19A,2.0,0.0,1,Yes,,1,1,0,Yes,0,0,,No,,No
7700000.0,1020.0,Mira Road East,2.0,1.0,0,1,0,0,0,1,0,1,No,0,1,0,
18000000.0,1010.0,nan,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600000.0,375.0,Dombivli (West),1.0,1.0,,1,0,0,0,1,Yes,Yes,0,No,0,0,0
39000000.0,940.0,Ville Parle West,3.0,0.0,No,,0,,0,0,0,0,No,0,1,0,
11500000.0,789.0,Mira Road East,3.0,1.0,Yes,1,,0,1,1,1,1,1,0,0,1,1
13000000.0,1197.0,Kharghar,2.0,0.0,1,1,1,1,1,,0,1,1,0,,,1
8500000.0,1150.0,Sector12 Kamothe,,0.0,1,1,1,1,Yes,0,0,0,0,0,0,No,0
,1038.0,Jogeshwari East,2.0,1.0,1,,0,0,0,1,1,1,1,,0,0,
2250000.0,655.0,Badlapur East,1.0,0.0,1,1,0,0,0,Yes,1,Yes,0,0,0,0,0
17900000.0,750.0,Andheri  West,2.0,1.0,1,1,Yes,No,1,Yes,1,0,0,No,No,Yes,1
14800000.0,879.0,Thane West,,1.0,0,1,No,0,No,1,0,0,1,1,0,1,
2250000.0,432.0,Taloje,1.0,0.0,0,,0,0,0,No,0,0,No,0,0,,0
14000000.0,1100.0,Koparkhairane Station Road,2.0,0.0,0,1,1,1,1,0,0,0,0,0,0,No,
3200000.0,410.0,Greater Khanda,1.0,,0,0,0,No,,1,0,1,0,No,1,0,0
4200000.0,650.0,Sector16 Ulwe,1.0,0.0,No,0,Yes,1,1,0,,No,0,0,0,No,0
6497000.0,600.0,Vartak Nagar,1.0,0.0,0,1,1,1,1,0,0,0,0,0,No,0,0
,685.0,Dahisar,1.0,1.0,1,Yes,1,,1,1,1,1,1,0,0,1,1
2300000.0,225.0,Malad West,1.0,0.0,0,1,0,No,0,Yes,,No,0,0,0,0,No
2156000.0,565.0,Titwala,1.0,1.0,,1,0,0,,Yes,0,1,0,0,0,0,0
13000000.0,1450.0,Malad West,2.0,0.0,1,Yes,1,1,1,1,,1,0,1,1,Yes,1
3951000.0,650.0,nan,1.0,0.0,0,1,0,0,0,0,0,Yes,0,No,1,0,0
3188000.0,797.0,Ambernath West,1.0,1.0,0,1,0,0,0,Yes,0,No,0,No,0,0,No
2100000.0,580.0,nan,1.0,,No,Yes,0,0,1,1,0,1,0,0,0,0,0
25800000.0,1420.0,Malad West,3.0,1.0,1,,1,Yes,,1,,Yes,1,1,0,Yes,1
11000000.0,1415.0,Kharghar,3.0,0.0,1,1,1,Yes,1,0,1,1,1,,0,,Yes
2500000.0,555.0,Nala Sopara,1.0,0.0,No,1,0,0,0,No,0,1,0,0,0,0,0
16200000.0,1675.0,Kharghar,3.0,,1,1,1,1,1,Yes,1,,1,,0,1,1
2250000.0,590.0,Nala Sopara,1.0,0.0,0,0,,No,0,No,0,0,0,0,0,0,0
45000000.0,2100.0,Goregaon East,3.0,0.0,1,Yes,1,0,1,1,1,0,1,,0,1,1
20000000.0,,Malad East,2.0,0.0,1,1,0,0,0,1,No,No,0,0,1,0,0
6500000.0,700.0,Shil Phata,2.0,1.0,1,1,No,0,0,1,1,1,0,No,0,0,1
31800000.0,,Ghatkopar West,3.0,1.0,1,1,0,0,0,1,Yes,1,0,0,0,0,1
140000000.0,3168.0,Tardeo,5.0,0.0,Yes,1,1,,1,1,,Yes,1,0,1,No,
,970.0,Powai ,2.0,,,1,1,No,,1,1,1,,0,1,1,1
18100000.0,1100.0,Goregaon West,2.0,,1,1,0,No,0,1,1,Yes,0,0,1,0,Yes
22000000.0,1200.0,Andheri  West,3.0,0.0,Yes,1,1,0,1,1,,1,1,1,1,1,Yes
13899999.0,900.0,Thane West,2.0,1.0,1,1,Yes,0,1,1,1,1,1,1,1,1,Yes
26000000.0,1775.0,Malad West,3.0,1.0,Yes,1,,0,0,1,1,Yes,0,0,0,0,1
10400000.0,1065.0,Thane West,2.0,1.0,1,Yes,1,0,1,1,,0,1,0,0,1,1
5700000.0,,Thane West,1.0,1.0,0,1,1,0,1,1,0,1,No,0,No,0,
8200000.0,450.0,Thane West,1.0,1.0,1,1,1,No,0,0,1,0,0,1,No,0,1
4450000.0,600.0,Panvel,1.0,0.0,1,1,0,0,0,1,1,1,0,No,0,No,Yes
3400000.0,585.0,Naigaon East,1.0,,0,1,No,0,1,1,0,1,1,0,0,,0
11000000.0,,Jogeshwari West,1.0,0.0,No,1,0,0,0,,0,No,No,,No,0,0
5000000.0,650.0,nan,1.0,0.0,0,0,1,1,1,No,0,No,0,0,,0,0
31000000.0,1200.0,Goregaon East,1.0,0.0,,1,1,0,1,1,Yes,1,1,0,0,,1
,1215.0,Nerul,2.0,0.0,1,Yes,0,,0,1,0,No,0,0,0,0,1
13200000.0,1260.0,Sector 12 A,2.0,,No,0,Yes,1,Yes,0,,No,0,0,0,0,0
6350000.0,900.0,Kamothe,,0.0,1,Yes,1,1,1,0,1,,0,0,0,0,0
8600000.0,1060.0,Mira Road East,2.0,1.0,,1,0,0,0,1,1,1,0,1,0,1,1
36500000.0,2200.0,nan,4.0,1.0,0,1,1,No,0,1,1,,Yes,,0,1,1
17500000.0,1775.0,Thane West,3.0,1.0,Yes,1,0,0,0,1,Yes,1,No,0,0,1,1
5499000.0,650.0,Mira Road East,1.0,0.0,0,1,0,No,0,No,0,1,0,0,0,,0
4500000.0,870.0,Kewale,2.0,0.0,,0,0,No,,No,1,,1,1,0,1,0
3400000.0,704.0,Dronagiri,1.0,1.0,0,1,1,1,,1,0,0,1,0,Yes,Yes,0
8500000.0,1100.0,Kharghar,2.0,0.0,,1,1,1,1,0,1,Yes,1,,0,1,Yes
4500000.0,615.0,nan,1.0,0.0,0,1,1,,1,0,0,0,0,0,0,0,0
10000000.0,,Chembur,1.0,0.0,0,0,0,No,No,0,No,No,0,0,0,No,
14000000.0,1020.0,Belapur,2.0,0.0,1,1,No,,0,1,1,,No,0,0,0,1
13200000.0,1500.0,Mira Road East,3.0,1.0,0,1,0,No,0,1,,1,0,0,1,0,0
8000000.0,1928.0,Khopoli,3.0,1.0,Yes,1,0,0,No,1,1,1,0,0,No,0,1
8000000.0,995.0,Dombivli (West),2.0,0.0,No,Yes,No,0,,,No,0,0,0,0,,0
,655.0,Badlapur East,1.0,0.0,1,1,0,No,0,1,1,Yes,0,0,0,0,1
13600000.0,600.0,DN Nagar Road,1.0,0.0,0,1,1,1,1,0,0,,0,0,0,0,0
,1050.0,Thane West,2.0,1.0,1,1,0,No,0,1,1,Yes,No,0,,0,1
7998999.0,1080.0,Kalyan West,2.0,0.0,0,1,0,0,0,1,0,0,,0,0,0,0
17500000.0,,Malad West,,1.0,1,1,1,0,,1,Yes,,1,0,,1,1
5300000.0,325.0,borivali West,1.0,0.0,0,1,0,0,0,,0,0,0,0,1,No,0
20000000.0,1095.0,Ambivali,2.0,,0,0,0,0,0,No,0,0,0,,No,0,0
5900000.0,632.0,Thane West,1.0,1.0,Yes,1,,0,1,Yes,1,Yes,0,1,0,,1
4837000.0,774.0,Dombivali,1.0,1.0,1,1,Yes,0,0,,Yes,0,0,0,0,0,1
3300000.0,550.0,Panvel,1.0,0.0,1,1,1,0,1,1,,,Yes,1,0,0,0
31500000.0,2000.0,Sanpada,4.0,0.0,1,Yes,1,Yes,Yes,1,Yes,Yes,,Yes,0,1,1
30400000.0,1690.0,Mulund West,3.0,,1,1,1,No,1,1,1,0,1,1,0,1,1
,,Dombivali,2.0,1.0,1,1,1,0,0,1,Yes,0,0,0,0,0,1
4100000.0,350.0,Dombivali,1.0,0.0,No,1,0,0,1,1,0,1,No,,1,1,0
19600000.0,985.0,Powai ,2.0,0.0,Yes,,0,0,0,,1,1,Yes,1,,,1
30000000.0,1100.0,Ville Parle East,2.0,0.0,0,1,0,0,0,0,0,No,0,0,0,0,0
,1100.0,Malad West,2.0,0.0,1,1,1,1,1,1,1,1,1,1,,1,Yes
2929000.0,930.0,Badlapur East,2.0,1.0,1,1,Yes,,1,1,Yes,Yes,1,1,0,Yes,1
2150000.0,,Boisar,1.0,1.0,0,0,,0,0,0,0,0,0,0,0,0,0
,1095.0,Sector 18,2.0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0
5299000.0,645.0,Thane West,1.0,0.0,1,1,0,No,0,1,Yes,1,1,0,0,0,1
22500000.0,1040.0,nan,2.0,0.0,0,0,No,0,0,0,0,0,0,0,0,0,0
9300000.0,750.0,Ghatkopar West,1.0,,0,0,0,0,0,0,0,,0,,1,0,0
5200000.0,1000.0,Kalyan West,2.0,0.0,1,1,0,No,Yes,1,1,1,1,0,0,Yes,1
13899999.0,1690.0,Sector-8 Ulwe,3.0,0.0,0,1,1,1,1,0,No,0,0,No,No,No,0
12700000.0,1125.0,Sector 15,2.0,0.0,0,0,1,Yes,1,,0,0,0,No,0,0,0
18000000.0,1100.0,Goregaon West,2.0,1.0,1,1,,0,0,,1,Yes,0,0,1,0,1
7800000.0,575.0,Bhandup West,1.0,1.0,1,1,,0,0,1,1,1,,0,Yes,0,1
110000000.0,2550.0,Andheri  West,4.0,1.0,1,1,1,0,1,1,1,1,1,0,Yes,1,
13000000.0,1150.0,Nerul,2.0,0.0,0,1,,0,0,1,0,,0,0,0,0,
13500000.0,1056.0,Seawoods,2.0,0.0,1,1,1,0,No,Yes,1,1,1,1,0,1,0
21600000.0,1579.0,Goregaon,3.0,1.0,1,Yes,1,0,Yes,Yes,,0,1,1,0,Yes,1
2436000.0,575.0,Thane West,1.0,1.0,0,1,1,0,1,,0,0,Yes,0,0,0,
2886000.0,962.0,Karjat,2.0,0.0,0,,0,0,No,0,0,0,0,0,0,,0
7250000.0,1300.0,Panvel,2.0,1.0,1,1,1,0,1,Yes,,,1,,0,1,
3500000.0,783.0,Mira Road and Beyond,2.0,0.0,1,1,,1,1,0,,No,No,0,0,0,No
15000000.0,990.0,Dahisar West,2.0,0.0,No,No,0,0,0,0,No,0,0,0,0,0,0
5060000.0,650.0,Kalyan West,2.0,0.0,0,,1,1,0,0,0,No,Yes,0,0,0,0
5000000.0,650.0,nan,1.0,0.0,1,1,1,1,1,0,1,0,0,0,0,0,0
,600.0,Ulwe,1.0,0.0,0,No,1,1,1,0,0,0,0,0,0,0,No
5600000.0,670.0,Kharghar,1.0,0.0,1,1,Yes,No,Yes,1,1,0,1,0,0,1,1
44500000.0,1950.0,Sion,3.0,0.0,0,1,0,No,0,0,0,1,0,0,0,0,0
8320000.0,1040.0,Bhayandar East,2.0,1.0,No,1,0,,0,1,0,1,,No,0,0,0
11100000.0,1160.0,Thane West,2.0,1.0,1,1,,0,1,1,1,1,1,1,1,1,1
2650000.0,650.0,Badlapur West,1.0,1.0,0,Yes,0,0,0,1,1,1,0,0,1,0,1
,1140.0,Malad West,2.0,0.0,1,1,1,0,1,1,1,1,Yes,,0,1,Yes
42500000.0,1200.0,Parel,,0.0,1,1,0,0,1,1,Yes,1,1,1,0,1,1
2779000.0,675.0,Titwala,1.0,1.0,0,Yes,0,0,No,Yes,0,1,,,0,0,0
9500000.0,1100.0,Ulwe,2.0,1.0,1,1,No,0,No,1,1,1,0,,Yes,0,No
4823000.0,742.0,Panvel,,1.0,1,1,1,0,1,1,1,1,1,1,0,1,1
13000000.0,600.0,nan,1.0,0.0,1,Yes,0,No,No,1,1,1,,0,1,0,1
