id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
P93288422,PROPERTY,"2 BHK Flat in Matunga, Mumbai","2 BHK Flat in Matunga, Mumbai",matunga chs,"Matunga, Mumbai",₹3.25 Cr,"₹48,507 /sqft",670 sqft,(62 sqm),Carpet Area,2 BHK,3,Ready To Move,8th out of 20 Floors | Overlooking Main Road,,2 bhk flat for sale Unfurnished Carpet - 670 sqft 1 covered car parking Very peacefull n convinant location 1 mins walking distance from matunga station 4 mins walking distance from shitala devi metro station,Divine Housing,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-south-mumbai-670-sqft-spid-P93288422,,1
E90575484,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",ON REQUEST,"Matunga East, Mumbai",₹4.1 Cr,"₹44,565 /sqft",920 sqft,(85 sqm),Super Built-up Area,2 BHK,2,Ready To Move,6th out of 10 Floors | East Facing,,"Constructed on a super built up area of 920 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 10 floors and this property is situated on 6th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. All the modern amenities such as, fitness centre / gym, park and lift(s) will make life easier for you.",Prospect Realty,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-920-sqft-r1-spid-E90575484,,1
U91728116,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Vasant CHS,"Matunga East, Mumbai",₹2.95 Cr,"₹45,384 /sqft",650 sqft,(60 sqm),Carpet Area,2 BHK,3,Ready To Move,2nd out of 3 Floors | 1 Covered Parking,,"Located in vasant chs, matunga east, this unfurnished 2 bhk apartment offers 650 sqft on the 2nd floor of a low-Rise, 10+ year old building. Featuring 2 bedrooms and 3 bathrooms, it includes parking and visitor parking. Immediate availability near gandhi market, poly clinic, and other local amenities makes this an ideal residential sale opportunity.",Owner,2mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vasant-chs-matunga-east-mumbai-south-650-sqft-spid-U91728116,,1
O90139130,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Ikebana,"Matunga East, Mumbai",₹4.5 Cr,"₹40,909 /sqft","1,100 sqft",(102 sqm),Built-up Area,2 BHK,2,Ready To Move,7th out of 21 Floors | 1 Covered Parking,,"Discover this spacious and well-Maintained 2 bhk semi-Furnished apartment available for sale in the premium locality of matunga east, mumbai just next to a jain temple .Situated on the 7th floor of the prestigious ikebana project, this ready-To-Move-In home offers a built-Up area of 1100 sq.Ft. And is ideal for families looking for a comfortable and well-Connected lifestyle. The apartment compr...",Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-1100-sqft-spid-O90139130,,1
F91924524,PROPERTY,"2 BHK Flat in Matunga, Mumbai","2 BHK Flat in Matunga, Mumbai",Tangent Sumati Heights,"Matunga, Mumbai",₹3.6 Cr,"₹49,315 /sqft",730 sqft,(68 sqm),Carpet Area,2 BHK,2,Ready To Move,14th out of 19 Floors | Overlooking Park,,"The flat is north-Facing. Containing 2 bedroom(s), 2 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 730 sq.Ft. The flat has a total of 19 floors and this property is situated on 14th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The well built ceramic flooring enhances the aesthetic appeal of this flat. T...",Om Properties,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tangent-sumati-heights-matunga-south-mumbai-730-sqft-spid-F91924524,,1
X83414354,PROPERTY,"1 BHK Flat in Matunga East, Mumbai","1 BHK Flat in Matunga East, Mumbai",Good Chs,"Matunga East, Mumbai",₹2.8 Cr,"₹57,142 /sqft",490 sqft,(46 sqm),Carpet Area,1 BHK,2,Ready To Move,6th out of 20 Floors | Overlooking Main Road,,"This 1 bhk flat is located in good chs, which houses some of the most spacious flats in matunga east, mumbai south. This is a north-East-Facing property. The flat occupies a carpet area of 490 sq.Ft. That consists of 1 bedroom, 2 bathrooms . This flat is situated on the 6th floor of this 20 floors tall residential building. This 1-5 years old property is available for immediate possession as th...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-490-sqft-r4-spid-X83414354,,1
A87509760,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Good Chs,"Matunga East, Mumbai",₹3.5 Cr,"₹50,215 /sqft",697 sqft,(65 sqm),Carpet Area,2 BHK,2,Ready To Move,12th out of 21 Floors | Overlooking Main Road,,"Looking for a 2 bhk property for sale in mumbai south? Buy this 2 bhk flat in good chs that is situated in matunga east, mumbai south. This residential flat is north-East-Facing direction. Constructed on a carpet area of 697 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The property is located on the 12th floor of a 21 floors tall building. This 1-5 years old property is available for ...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-697-sqft-r2-spid-A87509760,,1
C90458134,PROPERTY,"1 BHK Flat in Matunga West, Mumbai","1 BHK Flat in Matunga West, Mumbai",Jewel Crest,"Matunga West, Mumbai",₹2.4 Cr,"₹54,545 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,2,Ready To Move,10th out of 11 Floors | East Facing,,"This residential flat is east-Facing direction. The floor plan additionally contains 1 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 440 sq.Ft. This flat lies on the 10th level of a 11 storey building. This 1-5 years old property is available for immediate possession as the project is ready to move. The beautifully designed marble flooring enhances the beauty of...",Ck Real Estate Consultant,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jewel-crest-matunga-west-mumbai-south-440-sqft-spid-C90458134,,1
U90716584,PROPERTY,"1 BHK Flat in Matunga West, Mumbai","1 BHK Flat in Matunga West, Mumbai",Shreeji Villa,"Matunga West, Mumbai",₹2.45 Cr,"₹55,681 /sqft",440 sqft,(41 sqm),Carpet Area,1 BHK,1,Ready To Move,31st out of 31 Floors | Overlooking Main Road,,"The flat occupies a carpet area of 440 sq.Ft. That consists of 1 bedroom, 1 bathroom . The property is located on the top floor of a 31 floors tall building. As the project is already ready to move, so you can easily move into this 5-10 years old property.",Ck Real Estate Consultant,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-shreeji-villa-matunga-west-mumbai-south-440-sqft-spid-U90716584,,1
L79122883,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",CHS LTD,"Matunga East, Mumbai",₹3.5 Cr,"₹51,470 /sqft",680 sqft,(63 sqm),Carpet Area,2 BHK,2,Ready To Move,20th out of 40 Floors | Overlooking Park,,"This property faces the east direction. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a carpet area of 680 sq.Ft. This flat is situated on the 20th floor of this 40 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The society is well equipped with many modern amenities, including lift(s), fitn...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-680-sqft-r6-spid-L79122883,,2
O89480370,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Tanishq Holihock,"Matunga East, Mumbai",₹3.25 Cr,"₹43,218 /sqft",752 sqft,(70 sqm),Carpet Area,2 BHK,2,Ready To Move,6th out of 7 Floors | North-East Facing,,"This residential flat is north-East-Facing direction. The flat is over 752 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . This flat is situated on the 6th floor of this 7 floors tall residential building. As the project is already ready to move, so you can easily move into this 10+ years old property. The beautifully designed vitrified flooring enhances the beauty of the flat. Al...",MANISHA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tanishq-holihock-matunga-east-mumbai-south-752-sqft-r1-spid-O89480370,,2
W91585878,PROPERTY,"2 BHK Flat in Matunga West, Mumbai","2 BHK Flat in Matunga West, Mumbai",vinay building,"Matunga West, Mumbai",₹3.55 Cr,"₹44,375 /sqft",800 sqft,(74 sqm),Carpet Area,2 BHK,2,Ready To Move,2nd out of 3 Floors | Overlooking Park,,"All windows have garden view, fully furnished.",Owner,2mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-west-mumbai-south-800-sqft-spid-W91585878,,2
R89752694,PROPERTY,"2 BHK Flat in Matunga West, Mumbai","2 BHK Flat in Matunga West, Mumbai",Jivan Prakash 89 Buildcon,"Matunga West, Mumbai",₹3.35 Cr,"₹44,844 /sqft",747.02 sqft,(84 sqm),Carpet Area,2 BHK,3,Ready To Move,10th out of 21 Floors | East Facing,,"Come & explore this spacious 2bhk apartment in new building located at matunga west. It offers superb view of city skyline with multiple amenities and services catering to all age groups of your families. It is conveniently located and access to malls, educational institutions, hospitals, railways and metro etc all in the vicinity. Connect for more details and schedule site inspection at earliest.",Jalaram Real Estate,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jivan-prakash-89-buildcon-matunga-west-mumbai-south-900-sqft-r2-spid-R89752694,,2
N92950400,PROPERTY,"Studio Apartments / 1 RK Flats in Matunga East, Mumbai","Studio Apartments / 1 RK Flats in Matunga East, Mumbai",Panchsheel Apartment,"Matunga East, Mumbai",₹75 Lac,"₹33,333 /sqft",225 sqft,(21 sqm),Built-up Area,1 BHK,1,Ready To Move,,,"I have a studio apartment available for sale in worli naka, mumbai south. Available at price of rs 7500000. It has built up area of 225 sqft. It has 1 bhk, 1 bathroom, 0 balcony.It is a cooperative property",Owner,2w ago,,https://www.99acres.com/studio-apartment-flat-for-sale-in-panchsheel-apartment-matunga-east-mumbai-south-225-sqft-spid-N92950400,,2
M90985198,PROPERTY,"3 BHK Flat in Matunga East, Mumbai","3 BHK Flat in Matunga East, Mumbai",Hubtown Harmony,"Matunga East, Mumbai",₹2.48 Cr,"₹44,364 /sqft",559 sqft,(52 sqm),Carpet Area,3 BHK,3,Ready To Move,5th out of 17 Floors | 1 Covered Parking & 1 Open Parking,,"Situated in matunga easts hubtown harmony, this unfurnished 3 bhk flat offers 559 sqft on the 5th floor of a 17-Story high-Rise. With 3 bedrooms, 3 bathrooms, and immediate availability, residents enjoy a corner property with parking, a clubhouse, gym, and lifts. Nearby markets and hospitals add convenience to this 5-10 year old residential apartment.",Owner,3mo ago,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hubtown-harmony-matunga-east-mumbai-south-559-sqft-spid-M90985198,,2
W92956602,PROPERTY,"1 BHK Flat in Matunga West, Mumbai","1 BHK Flat in Matunga West, Mumbai",Zara Horizon,"Matunga West, Mumbai",₹2.6 Cr,"₹64,197 /sqft",405 sqft,(38 sqm),Carpet Area,1 BHK,2,Ready To Move,15th out of 23 Floors | Overlooking Main Road,,"The flat is east-Facing. Constructed on a carpet area of 405 sq.Ft., the flat comprises 1 bedroom(s), 2 bathrooms and 2 balconies. This flat lies on the 15th level of a 23 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. Another plus point for this is that it is situated near close to metro station, close to school, close to hos...",Amit Enterprises,Dealer,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-zara-horizon-matunga-west-mumbai-south-405-sqft-spid-W92956602,,2
J92927356,PROPERTY,"1 BHK Flat in Matunga West, Mumbai","1 BHK Flat in Matunga West, Mumbai",Redevelop Chs,"Matunga West, Mumbai",₹2.5 Cr,"₹55,555 /sqft",450 sqft,(42 sqm),Carpet Area,1 BHK,1,Ready To Move,GF out of 3 Floors | East Facing,,An excellent investment opportunity is waiting for you to grab. A decent 1bhk in premium location is up for sale. This building is scheduled to go in redevelopment in coming months. Post redevelopment it will be iconic tower in the location with multiple amenities and good layout. This 1bhk will be upgraded to 2bhk in new tower. So connect for more details and schedule the inspection at the ear...,Jalaram Real Estate,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-matunga-west-mumbai-south-450-sqft-spid-J92927356,,2
C93176934,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Hubtown Harmony,"Matunga East, Mumbai",₹1.85 Cr,"₹43,427 /sqft",426 sqft,(40 sqm),Carpet Area,2 BHK,2,Ready To Move,1st out of 16 Floors | Overlooking Park,,"Hurry up Grab it... Till it gets sold... Dear all, A best 2 bhk flat at prime location of matunga east for sale in hubtown harmony, bhandarkar road no.4,matunga east, mumbai. Eastern express highway,kingcircle,matunga railway station and all education institutes nearby are at just walking distance. Property details: Project: Hubtown harmony Location: Matunga east Area: 426 sq.Ft. Configuration:...",Owner,6d ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-hubtown-harmony-matunga-east-mumbai-south-426-sqft-spid-C93176934,,2
K89900796,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",Good Chs,"Matunga East, Mumbai",₹3.85 Cr,"₹50,657 /sqft",760 sqft,(71 sqm),Carpet Area,2 BHK,2,Ready To Move,6th out of 9 Floors | Overlooking Main Road,,"This property faces the north-East direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 760 sq.Ft. The property is located on the 6th floor of a 9 floors tall building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The beautifully designed vitrified flooring enhances the beauty of the fla...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-760-sqft-r1-spid-K89900796,,2
G90668152,PROPERTY,"3 BHK Flat in Matunga East, Mumbai","3 BHK Flat in Matunga East, Mumbai",JP Infra Matunga Origins,"Matunga East, Mumbai",₹4 Cr,"₹36,363 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,3 BHK,3,Under Construction,12th out of 15 Floors | 2 Covered Parking,,"Jp infra matunga origins, an under construction project boasts of 2bhk & 3bhk apartments located in the heart of matunga. The project offers excellent connectivity with eastern expressway & is walking distance from matunga & king circle railway stations as well as maheshwari udyaan. The project has state of the art amenities including gymnasium, kids play area, garden area with dedicated car pa...",Olive Address Estate Consultants,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-1100-sqft-r1-spid-G90668152,,2
A90363028,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",On Request,"Matunga East, Mumbai",₹4.15 Cr,"₹53,548 /sqft",775 sqft,(72 sqm),Carpet Area,2 BHK,2,Ready To Move,4th out of 10 Floors | East Facing,,"The flat occupies a carpet area of 775 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 4th floor of a 10 floors tall building. This is a ready to move project and the property is 1-5 years old. Near five gardens, matunga east",Landmark Estates,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-775-sqft-spid-A90363028,,2
S88940622,PROPERTY,"2 BHK Flat in Matunga West, Mumbai","2 BHK Flat in Matunga West, Mumbai",On Request,"Matunga West, Mumbai",₹4 Cr,"₹59,523 /sqft",672 sqft,(62 sqm),Carpet Area,2 BHK,2,Ready To Move,27th out of 31 Floors | Overlooking Main Road,,"Available for sell 2 bhk in matunga west, 672 sqft carpet un-Furnished flat on higher floor, one covered car parking, all modern amenities price rs 4 cr ++ possession ready to move for more information please call hariom estate consultant.",Hariom Estate Consultants,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-west-mumbai-south-672-sqft-r2-spid-S88940622,,2
V90573504,PROPERTY,"2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai","2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai",Wadhwa Pristine,"Mahalaxmi Sindhi Colony, Matunga, Mumbai",₹4.65 Cr,"₹61,103 /sqft",761 sqft,(71 sqm),Carpet Area,2 BHK,2,Ready To Move,25th out of 39 Floors | Overlooking Main Road,,"The flat is facing the east direction. The flat is over 763 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms . This flat is situated on the 25th floor of this 39 floors tall residential building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. All th...",MITESH PRAMOD ADVIRKAR,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-pristine-mahalaxmi-sindhi-colony-mumbai-south-763-sqft-spid-V90573504,,2
V80826159,PROPERTY,"2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai","2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai",Wadhwa Pristine,"Mahalaxmi Sindhi Colony, Matunga, Mumbai",₹4.6 Cr,"₹60,446 /sqft",761 sqft,(71 sqm),Carpet Area,2 BHK,2,Ready To Move,10th out of 44 Floors | East Facing,,Wadhwa pristine is premium building offering from wadhwa in dadar west close to shivaji park (This is in the same plot of w54 building).,Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-pristine-mahalaxmi-sindhi-colony-mumbai-south-761-sqft-r1-spid-V80826159,,2
H93263176,PROPERTY,"3 BHK Flat in Matunga East, Mumbai","3 BHK Flat in Matunga East, Mumbai",on request,"Matunga East, Mumbai",₹4.75 Cr,"₹38,000 /sqft","1,250 sqft",(116 sqm),Carpet Area,3 BHK,3,Ready To Move,6th out of 21 Floors | Overlooking Main Road,,Calm n quiet location new construction only one apartment per floor 3 lifts with 2 parking spaces,The Indian Properties,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-1250-sqft-spid-H93263176,,2
L91298540,PROPERTY,"1 BHK Builder Floor in Hanuman Nagar, Matunga East, Mumbai","1 BHK Builder Floor in Hanuman Nagar, Matunga East, Mumbai",Naval Society,"Hanuman Nagar, Matunga East, Mumbai",₹3 Cr,₹1.33 L /sqft,225 sqft,(21 sqm),Super Built-up Area,1 BHK,1,Ready To Move,3rd out of 3 Floors,,"We are proud owners of builder floor available for sell in hanuman nagar, mumbai. Available at price of rs 3 crores. It has super area of 225 sq ft. It has 1 rk, 1 bathroom, 1 bathroom.It is a freehold property",Owner,2mo ago,,https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-sale-in-naval-society-hanuman-nagar-matunga-east-mumbai-south-225-sqft-spid-L91298540,,2
S90262644,PROPERTY,"3 BHK Flat in Matunga East, Mumbai","3 BHK Flat in Matunga East, Mumbai",Codename Matunga Origins,"Matunga East, Mumbai",₹3.85 Cr,"₹33,304 /sqft","1,156 sqft",(107 sqm),Built-up Area,3 BHK,3,Under Construction,11th out of 19 Floors | East Facing,,"Premium 3 bhk for sale in codename matunga origins, matunga east, mumbai Presenting a thoughtfully designed 3 bhk residence in the prestigious codename matunga origins, located at rambaug lane, brahmanwada, matunga east. This premium home on the 11th floor of a 19-Storey tower offers an ideal blend of luxury, comfort, and excellent connectivityperfect for modern urban living. Step into a lifest...",R.D. Real Estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-1156-sqft-r1-spid-S90262644,,2
F90498146,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",OnRequest,"Matunga East, Mumbai",₹3.87 Cr,"₹47,195 /sqft",820 sqft,(76 sqm),Carpet Area,2 BHK,2,Ready To Move,14th out of 20 Floors | North Facing,,This spacious 2 bhk is located in matunga.,Oscar Realty,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-820-sqft-spid-F90498146,,2
L78578987,PROPERTY,"2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai","2 BHK Flat in Mahalaxmi Sindhi Colony, Matunga, Mumbai",Wadhwa Pristine,"Mahalaxmi Sindhi Colony, Matunga, Mumbai",₹4.75 Cr,"₹62,417 /sqft",761 sqft,(71 sqm),Carpet Area,2 BHK,2,Ready To Move,26th out of 44 Floors | Overlooking Park,,"Apartment for sale: Wadhwa pristine, matunga (w) Apartment details: - 2 bhk, 761 sq. Ft. Carpet area - Unobstructed sea views and shivaji park views - Fully furnished, vastu-Compliant apartment - 1 covered car park Amenities: - Gym - Rooftop garden - Kids play area Additional features: - 24-Hour notice required for viewing - Profile mandatory before inspection Price: - 4.75 cr (Final quote)...",K.Hemandas real estate,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-wadhwa-pristine-mahalaxmi-sindhi-colony-mumbai-south-761-sqft-r2-spid-L78578987,,2
L91704686,PROPERTY,"2 BHK Flat in Matunga, Mumbai","2 BHK Flat in Matunga, Mumbai",Mahavir Arham Aum,"Matunga, Mumbai",₹4.15 Cr,"₹48,823 /sqft",850 sqft,(79 sqm),Carpet Area,2 BHK,2,Ready To Move,6th out of 14 Floors | East Facing,,"The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a carpet area of 850 sq.Ft. The residential building has 14 floors in total and the flat for sale is located on the 6th floor. This is a ready to move project and the property is 1-5 years old. The beautifully designed marble flooring enhances the beauty of the flat. The society i...",DNP properties,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahavir-arham-aum-matunga-south-mumbai-850-sqft-spid-L91704686,,2
S79990255,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",NEW CHS,"Matunga East, Mumbai",₹4.1 Cr,"₹50,061 /sqft",819 sqft,(76 sqm),Carpet Area,2 BHK,2,Ready To Move,15th out of 19 Floors | Overlooking Park,,"This property faces the east direction. Constructed on a carpet area of 819 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . The flat has a total of 19 floors and this property is situated on 15th floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the flat. Many of the ...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-819-sqft-r6-spid-S79990255,,2
U89607364,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",8th Floor,"Matunga East, Mumbai",₹4.11 Cr,"₹47,902 /sqft",858 sqft,(80 sqm),Carpet Area,2 BHK,2,Ready To Move,8th out of 12 Floors | North-East Facing,,"Situated on the 8th floor of a high-Rise in matunga east near central railway, this nearly new 2.5 bhk apartment offers 858 sq.Ft. Of well-Planned living space. Featuring 2.5 bedrooms and 2 bathrooms, the flat is unfurnished and available for immediate sale, combining convenience with central mumbais connectivity and modern construction.",Owner,4mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-858-sqft-spid-U89607364,,2
N91956086,PROPERTY,"2 BHK Flat in Matunga, Mumbai","2 BHK Flat in Matunga, Mumbai",Lodha Divino,"Matunga, Mumbai",₹4.3 Cr,"₹50,116 /sqft",858 sqft,(80 sqm),Carpet Area,2 BHK,2,Under Construction,30th out of 38 Floors | Recently Renovated,,"This residential flat is west-Facing direction. The flat is over 858 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms . The residential building has 38 floors in total and the flat for sale is located on the 30th floor. The flat is currently under construction stage and you can expect to get the possession of the property by december 2028. The vitrified flooring of this flat is beaut...",Ask realtors,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-divino-matunga-south-mumbai-858-sqft-spid-N91956086,,2
S67116486,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",On request,"Matunga East, Mumbai",₹4.25 Cr,"₹47,699 /sqft",891 sqft,(83 sqm),Carpet Area,2 BHK,2,Ready To Move,15th out of 21 Floors | East Facing,,"On request is one of the most popular destination for buying apartments/ flats in matunga east, south mumbai. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is east-Facing. The flat occupies a carpet area of 891 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The residential building has 21 floors in total and the flat for sale is located on the 15th floor....",Matrix Realty Solutions,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-891-sqft-r11-spid-S67116486,,2
K87440902,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",No 9 Road,"Matunga East, Mumbai",₹4.25 Cr,"₹50,595 /sqft",840 sqft,(78 sqm),Carpet Area,2 BHK,2,Ready To Move,2nd out of 10 Floors | Overlooking Main Road,,"The flat is facing the north-East direction. The flat occupies a carpet area of 840 sq.Ft. That consists of 2 bedrooms, 2 bathrooms . The residential building has 10 floors in total and the flat for sale is located on the 2nd floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The beautifully designed vitrified flooring enhances the beauty ...",Arham Real Estate Consultants,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-840-sqft-r1-spid-K87440902,,3
Y89938480,PROPERTY,"2 BHK Flat in Matunga West, Mumbai","2 BHK Flat in Matunga West, Mumbai","RUSTOMJEE 180 BAYVIEW,MATUNGA WEST","Matunga West, Mumbai",₹4.2 Cr,"₹46,666 /sqft",900 sqft,(84 sqm),Built-up Area,2 BHK,3,Under Construction,15th out of 37 Floors | Overlooking Main Road,,"Containing 2 bedroom(s), 3 bathrooms , this flat is spread over a built up area of 900 sq.Ft. The property is located on the 15th floor of a 37 floors tall building. As the property is currently under construction , you can expect to get the possession by june 2028. Call us for more info and site visit.",Dream Properties,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-west-mumbai-south-900-sqft-r2-spid-Y89938480,,3
H83415872,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",balaji sharan chs,"Matunga East, Mumbai",₹4.3 Cr,"₹50,767 /sqft",847 sqft,(79 sqm),Carpet Area,2 BHK,2,Ready To Move,7th out of 19 Floors | Vaastu Compliant,,Ready to move in apartment in matunga east 100 meters from matunga railway station 7-8 mins walk to jain temple lifetime open view of municipality garden 50 meters to chedda stores,Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-847-sqft-spid-H83415872,,3
Y82293794,PROPERTY,"2 BHK Flat in Matunga East, Mumbai","2 BHK Flat in Matunga East, Mumbai",On request,"Matunga East, Mumbai",₹4.25 Cr,"₹50,117 /sqft",848 sqft,(79 sqm),Carpet Area,2 BHK,2,Ready To Move,2nd out of 19 Floors | Overlooking Main Road,,"On request is one of mumbai south's most sought after destination for apartments and this 2 bhk flat in matunga east is your opportunity to be a part of this community. The flat is east-Facing. The floor plan additionally contains 2 bedroom(s), 2 bathrooms . All in all, the flat is spread over a carpet area of 848 sq.Ft. This flat lies on the 2nd level of a 19 storey building. As the project is...",Matrix Realty Solutions,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-matunga-east-mumbai-south-848-sqft-r6-spid-Y82293794,,3
