,id,listing_type,title,property_name,project,location,price,price_per_sqft,area,area_unit,area_type,bhk,bathrooms,possession,highlights,nearby,description,builder,posted_by,image,url,configurations,source_page
3485,M82841356,PROPERTY,"2 BHK Flat in Sector 13 Sanpada, Navi Mumbai","2 BHK Flat in Sector 13 Sanpada, Navi Mumbai",Sai Sagar Complex,"Sector 13 Sanpada, Navi Mumbai",₹1.7 Cr,"₹18,888 /sqft",900 sqft,(84 sqm),Built-up Area,2 BHK,2.0,Ready To Move,7th out of 7 Floors | Overlooking Swimming Pool,,"Check out this 2 bhk apartment for sale in sai sagar complex, a popular residential project that houses in-Demand flats in sector 13 sanpada, navi mumbai. This is a north-East-Facing property. The flat is over 900 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. This flat is situated on the top floor of this 7 floors tall residential building. This 10+ years old pr...",Sudiksha Real Estate,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sai-sagar-complex-sector-13-sanpada-navi-mumbai-900-sqft-r1-spid-M82841356,,2
3486,I93241870,PROPERTY,"1 BHK Flat in Sanpada, Navi Mumbai","1 BHK Flat in Sanpada, Navi Mumbai",Krishna Complex CHS,"Sanpada, Navi Mumbai",₹1.48 Cr,"₹21,142 /sqft",700 sqft,(65 sqm),Built-up Area,1 BHK,1.0,Ready To Move,6th out of 7 Floors | Overlooking Main Road,,"The flat is east-Facing. The flat occupies a built up area of 700 sq.Ft. That consists of 1 bedroom, 1 bathroom and 1 balcony. The flat has a total of 7 floors and this property is situated on 6th floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The well built vitrified flooring enhances the aesthetic ...",KRISHNA ENTERPRISES,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-krishna-complex-chs-sanpada-navi-mumbai-700-sqft-spid-I93241870,,2
3487,U93242434,PROPERTY,"1 BHK Flat in Sanpada, Navi Mumbai","1 BHK Flat in Sanpada, Navi Mumbai",Krishna Complex CHS,"Sanpada, Navi Mumbai",₹1.37 Cr,"₹21,076 /sqft",650 sqft,(60 sqm),Built-up Area,1 BHK,1.0,Ready To Move,5th out of 7 Floors | Overlooking Main Road,,"This property faces the east direction. Containing 1 bedroom(s), 1 bathroom and 1 balcony, this flat is spread over a built up area of 650 sq.Ft. The flat has a total of 7 floors and this property is situated on 5th floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified flo...",KRISHNA ENTERPRISES,,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-krishna-complex-chs-sanpada-navi-mumbai-650-sqft-spid-U93242434,,2
3488,T93353086,PROPERTY,"3 BHK Flat in Palm Beach, Sanpada","3 BHK Flat in Palm Beach, Sanpada",Bhumiraj Hermitage,"Palm Beach, Sanpada",₹3.15 Cr,"₹21,709 /sqft","1,451 sqft",(135 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,10th out of 30 Floors | Overlooking Park,,Looking for a dream home with unbeatable connectivity this spacious and well ventilated 2 bhk apartment in the prestigious bhumiraj hermitage society is ready for immediate possession beautifully maintained with natural light modern layout and top tier security Key location & connectivity highlights Prime transport just minutes away from sanpada railway station and vashi railway station Iconic ...,Siddhivinayak Real Estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bhumiraj-hermitage-palm-beach-navi-mumbai-1451-sqft-spid-T93353086,,2
3489,G93262494,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Yoganand Chs,"Sanpada, Navi Mumbai",₹1.9 Cr,"₹17,272 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,3 BHK,3.0,Ready To Move,6th out of 7 Floors | Overlooking Park,,"This residential flat is south-West-Facing direction. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a super built up area of 1100 sq.Ft. This flat lies on the 6th level of a 7 storey building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully...",Luxury real estate Consultant,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1100-sqft-spid-G93262494,,2
3490,V92278458,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Tricity Montview,"Sanpada, Navi Mumbai",₹2.1 Cr,"₹18,750 /sqft","1,120 sqft",(104 sqm),Built-up Area,2 BHK,2.0,Ready To Move,5th out of 25 Floors | Overlooking Main Road,,"This property faces the south direction. Constructed on a built up area of 1120 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms . This flat lies on the 5th level of a 25 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tricity-montview-sanpada-navi-mumbai-1120-sqft-spid-V92278458,,2
3491,S92278736,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Malhar 24 EAST,"Sector 8 Sanpada, Navi Mumbai",₹1.98 Cr,"₹19,800 /sqft","1,000 sqft",(93 sqm),Built-up Area,2 BHK,2.0,Ready To Move,25th out of 28 Floors | Private Garden,,"This residential flat is south-Facing direction. The flat is over 1000 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms . The flat has a total of 28 floors and this property is situated on 25th floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified flooring enh...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-malhar-24-east-sector-8-sanpada-navi-mumbai-1000-sqft-spid-S92278736,,2
3492,S91205074,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹2.28 Cr,"₹20,357 /sqft","1,120 sqft",(104 sqm),Built-up Area,2 BHK,2.0,Ready To Move,6th out of 20 Floors | Overlooking Park,,"This is a south-Facing property. The flat occupies a built up area of 1120 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat is situated on the 6th floor of this 20 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The beautifully designed vitrified flooring enhances the beauty of the flat. Many of the modern amenities be...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-1120-sqft-spid-S91205074,,2
3493,I93168574,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Sanpada,"Sector 8 Sanpada, Navi Mumbai",₹2.05 Cr,"₹13,666 /sqft","1,500 sqft",(139 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,24th out of 28 Floors | Overlooking Park,,"This is a east-Facing property. The flat occupies a super built up area of 1500 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The property is located on the 24th floor of a 28 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with vitrified flooring options. Another plus point for thi...",Property finalizers,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-8-sanpada-navi-mumbai-1500-sqft-spid-I93168574,,2
3494,H92763532,PROPERTY,"3 BHK Flat in Sector 19 Sanpada, Navi Mumbai","3 BHK Flat in Sector 19 Sanpada, Navi Mumbai",bhumiRaj lraisaa sector 19 sanpada,"Sector 19 Sanpada, Navi Mumbai",₹3.15 Cr,"₹24,230 /sqft","1,300 sqft",(121 sqm),Carpet Area,3 BHK,3.0,Ready To Move,6th out of 27 Floors | Overlooking Park,,Looking for a perfect blend of luxury convenience and connectivity this beautiful apartment in the highly sought after bhoomiraj iraisa sector 19 sanpada is now available for rent Why choose bhoomiraj iraisa Prime location & connectivity strategically located in sector 19 sanpada just a few minutes away from sanpada and vashi railway stations excellent connectivity to the palm beach road sion p...,Siddhivinayak Real Estate,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-19-sanpada-navi-mumbai-1300-sqft-spid-H92763532,,2
3495,P91135504,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",V R Keshav Kunj 3,"Sanpada, Navi Mumbai",₹2.2 Cr,"₹20,000 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,8th out of 12 Floors | Overlooking Park,,"The flat is facing the north direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1100 sq.Ft. The property is located on the 8th floor of a 12 floors tall building. This 10+ years old property is available for immediate possession as the project is ready to move. The beautifully designed vitrified flooring enhances the beauty of the fl...",Luxury real estate Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1100-sqft-r1-spid-P91135504,,2
3496,X90621206,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Chaurang Chs,"Sanpada, Navi Mumbai",₹2.5 Cr,"₹22,727 /sqft","1,100 sqft",(102 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,5th out of 17 Floors | East Facing,,"The flat is facing the east direction. The flat is over 1100 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 5th floor of this 17 floors tall residential building. This 10+ years old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. This reside...",Luxury real estate Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1100-sqft-r1-spid-X90621206,,2
3497,A92789718,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Tricity Montview,"Sector 8 Sanpada, Navi Mumbai",₹2.2 Cr,"₹34,108 /sqft",645 sqft,(98 sqm),Carpet Area,2 BHK,2.0,Ready To Move,6th out of 16 Floors | Overlooking Park,,"Location: Plot no. 22-23, sector 8, sanpada, navi mumbai.Rera status: Registered under id pphone_number.Possession date: Estimated for december 2026.Configurations & pricing:2 bhk: Carpet areas range from approximately 606 to 700 sq. Ft., with prices starting around 1.46 cr.3 bhk: Carpet areas are approximately 903 to 912 sq. Ft., with prices starting around 2.18 cr.Note: Resale prices for larg...",HRV Estates,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tricity-montview-sector-8-sanpada-navi-mumbai-1050-sqft-spid-A92789718,,2
3498,X93059914,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Malhar 24 EAST,"Sector 8 Sanpada, Navi Mumbai",₹2.2 Cr,"₹35,313 /sqft",623 sqft,(102 sqm),Carpet Area,2 BHK,2.0,Ready To Move,7th out of 28 Floors | Overlooking Park,,"Ready possession ( Oc received ) Location highlights - 5min from sanpada station - 5min from palmbeach - Malls, multiplexes, dmart, hospital, bank, education@ 10min. Drive - Mum-Pune express way & goa highway @10min. Drive - Wonder park/ jewel of navi mumbai/ dy patil stadium @15min. Drive - Kharghar central park/golf course/ iskcon temple @20min - Navi mumbai international airport @30min. Driv...",Dhanvista Realty LLP,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-malhar-24-east-sector-8-sanpada-navi-mumbai-1100-sqft-spid-X93059914,,2
3499,H91470994,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹2.45 Cr,"₹21,304 /sqft","1,150 sqft",(107 sqm),Built-up Area,2 BHK,2.0,Ready To Move,5th out of 20 Floors | North Facing,,"The flat is facing the north direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a built up area of 1150 sq.Ft. The property is located on the 5th floor of a 20 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully de...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-1150-sqft-spid-H91470994,,2
3500,C90621462,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Shiv Darshan Chs,"Sanpada, Navi Mumbai",₹2.4 Cr,"₹21,543 /sqft","1,114 sqft",(103 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,9th out of 12 Floors | Overlooking Park,,"This is a north-East-Facing property. The flat occupies a super built up area of 1114 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 12 floors and this property is situated on 9th floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified...",Luxury real estate Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1114-sqft-spid-C90621462,,2
3501,F92102180,PROPERTY,"2 BHK Flat in Sector 14 Sanpada, Navi Mumbai","2 BHK Flat in Sector 14 Sanpada, Navi Mumbai",Mahavir Sadhana CHS,"Sector 14 Sanpada, Navi Mumbai",₹2.9 Cr,"₹26,363 /sqft","1,100 sqft",(102 sqm),Built-up Area,2 BHK,2.0,Ready To Move,4th out of 7 Floors | Overlooking Main Road,,"The flat is east-Facing. Constructed on a built up area of 1100 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 4th floor of a 7 floors tall building. As the project is already ready to move, so you can easily move into this 10+ years old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look....",KRISHNA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahavir-sadhana-chs-sector-14-sanpada-navi-mumbai-1100-sqft-spid-F92102180,,2
3502,U93168312,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",on request,"Sector 8 Sanpada, Navi Mumbai",₹2.1 Cr,"₹14,000 /sqft","1,500 sqft",(139 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,24th out of 28 Floors | East Facing,,"This is a east-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1500 sq.Ft. This flat lies on the 24th level of a 28 storey buildin jig. This 0-1 year old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasin...",Property finalizers,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-8-sanpada-navi-mumbai-1500-sqft-spid-U93168312,,2
3503,Z90256588,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Satyam Altura,"Sanpada, Navi Mumbai",₹2.65 Cr,"₹22,083 /sqft","1,200 sqft",(111 sqm),Built-up Area,2 BHK,2.0,Ready To Move,21st out of 30 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. Constructed on a built up area of 1200 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 21st floor of a 30 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed using vitrified flooring, ...",KRISHNA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-satyam-altura-sanpada-navi-mumbai-1200-sqft-r1-spid-Z90256588,,2
3504,N90082854,PROPERTY,"2 BHK Flat in Sector 8 Sanpada, Navi Mumbai","2 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Malhar 24 EAST,"Sector 8 Sanpada, Navi Mumbai",₹2.25 Cr,"₹22,500 /sqft","1,000 sqft",(93 sqm),Built-up Area,2 BHK,2.0,Ready To Move,9th out of 28 Floors | Overlooking Main Road,,"The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms , this flat is spread over a built up area of 1000 sq.Ft. The flat has a total of 28 floors and this property is situated on 9th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. Moreover, this property ...",KRISHNA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-malhar-24-east-sector-8-sanpada-navi-mumbai-1000-sqft-r1-spid-N90082854,,3
3505,B92790788,PROPERTY,"3 BHK Flat in Sector 8 Sanpada, Navi Mumbai","3 BHK Flat in Sector 8 Sanpada, Navi Mumbai",Kamdhenu Vogue,"Sector 8 Sanpada, Navi Mumbai",₹3.85 Cr,"₹19,298 /sqft","1,995 sqft",(185 sqm),Built-up Area,3 BHK,3.0,Ready To Move,9th out of 36 Floors | Overlooking Main Road,,"The flat is facing the east direction. Constructed on a built up area of 1995 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. The residential building has 36 floors in total and the flat for sale is located on the 9th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified flooring opti...",KRISHNA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kamdhenu-vogue-sector-8-sanpada-navi-mumbai-1995-sqft-spid-B92790788,,3
3506,W91042216,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹2.3 Cr,"₹31,506 /sqft",730 sqft,(68 sqm),Carpet Area,2 BHK,2.0,Ready To Move,6th out of 20 Floors | Private Garden,,"The flat is north west facing bastu compliant. It is a sea-View as well as hill-View corner property. It has 2 bedrooms, 2 bathrooms and 3 balconies. It has 1175 square feet built-Up area and is located on the 6th floor. The building has total 20 floors and it's a 1-5 years old property in a ready to move position. It has verified tile flooring with 11.5ft ceiling height. The flat is well venti...",Owner,3mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-730-sqft-spid-W91042216,,3
3507,R92624304,PROPERTY,"3 BHK Flat in Sanpada, Navi Mumbai","3 BHK Flat in Sanpada, Navi Mumbai",Satyam Seasons,"Sanpada, Navi Mumbai",₹4.3 Cr,"₹18,695 /sqft","2,300 sqft",(214 sqm),Built-up Area,3 BHK,3.0,Ready To Move,14th out of 34 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. The flat is over 2300 sq.Ft. Built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The property is located on the 14th floor of a 34 floors tall building. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The well built vitrified flooring enhances ...",KRISHNA ENTERPRISES,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satyam-seasons-sanpada-navi-mumbai-2300-sqft-spid-R92624304,,3
3508,N93324934,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Juhi Empressa,"Sanpada, Navi Mumbai",₹2.9 Cr,"₹39,509 /sqft",734 sqft,(111 sqm),Carpet Area,2 BHK,2.0,Under Construction,10th out of 35 Floors | Overlooking Main Road,,"This property faces the east direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 1200 sq.Ft. This flat lies on the 10th level of a 35 storey building. As the property is currently under construction , you can expect to get the possession by april 2030. The flat comes well built with vitrified flooring op...",KRISHNA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-juhi-empressa-sanpada-navi-mumbai-1200-sqft-spid-N93324934,,3
3509,O91887696,PROPERTY,"4 BHK Flat in Sanpada, Navi Mumbai","4 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹4.25 Cr,"₹17,346 /sqft","2,450 sqft",(228 sqm),Built-up Area,4 BHK,4.0,Ready To Move,6th out of 25 Floors | North Facing,,"This property faces the north direction. The flat is over 2450 sq.Ft. Built up area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. This flat is situated on the 6th floor of this 25 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The well built vitrified flooring enhances the aesthetic appeal of this flat. Many of the modern ameniti...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-2450-sqft-spid-O91887696,,3
3510,H87664610,PROPERTY,"2 BHK Flat in Sector 7 Sanpada, Navi Mumbai","2 BHK Flat in Sector 7 Sanpada, Navi Mumbai",Aishwarya chs,"Sector 7 Sanpada, Navi Mumbai",₹2.15 Cr,"₹23,888 /sqft",900 sqft,(84 sqm),Carpet Area,2 BHK,3.0,Ready To Move,1st out of 2 Floors | 1 Open Parking,,"Spacious rooms, 24 hrs water, 900 sft carpet area flat for sell. Redevelopment procedure under process with aim to get1500 carpet area. 1 parking per flat",Owner,7mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-7-sanpada-navi-mumbai-900-sqft-spid-H87664610,,3
3511,Q92745862,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹2.35 Cr,"₹29,671 /sqft",792 sqft,(74 sqm),Carpet Area,2 BHK,2.0,Ready To Move,5th out of 20 Floors | Centrally Air Conditioned,,"The property is ready to move in, all interiors done. The living room balcony is pool facing and all others face the recreational area.",Owner,3w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-792-sqft-spid-Q92745862,,3
3512,K91166660,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Satyam Altura,"Sanpada, Navi Mumbai",₹2.42 Cr,"₹30,906 /sqft",783 sqft,(136 sqm),Carpet Area,2 BHK,2.0,Ready To Move,17th out of 30 Floors | Overlooking Main Road,,"This residential flat is east-Facing direction. The flat is over 1462 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 2 balconies. The property is located on the 17th floor of a 30 floors tall building. The flat comes well built with marble flooring options. Moreover, this property offers close proximity to important landmarks such as close to railway station. Satyam alt...",Universal Property Consultant,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-satyam-altura-sanpada-navi-mumbai-1462-sqft-r1-spid-K91166660,,3
3513,B91959980,PROPERTY,"3 BHK Flat in Sector 15 Sanpada, Navi Mumbai","3 BHK Flat in Sector 15 Sanpada, Navi Mumbai",Yoganand CHS,"Sector 15 Sanpada, Navi Mumbai",₹1.9 Cr,"₹23,750 /sqft",800 sqft,(74 sqm),Carpet Area,3 BHK,3.0,Ready To Move,4th out of 7 Floors | Overlooking Park,,"The flat occupies a carpet area of 800 sq.Ft. That consists of 3 bedrooms, 3 bathrooms . This flat is situated on the 4th floor of this 7 floors tall residential building. This is a ready to move project and the property is 10+ years old.",Rajesh Kumar Singh,Dealer,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-yoganand-chs-sector-15-sanpada-navi-mumbai-800-sqft-spid-B91959980,,3
3514,Y93323560,PROPERTY,"2 BHK Flat in Sanpada, Navi Mumbai","2 BHK Flat in Sanpada, Navi Mumbai",Godrej Eternal Palms,"Sanpada, Navi Mumbai",₹3.5 Cr,"₹25,925 /sqft","1,350 sqft",(125 sqm),Built-up Area,2 BHK,2.0,Under Construction,10th out of 36 Floors | Overlooking Main Road,,"This is a east-Facing property. Constructed on a built up area of 1350 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 10th floor of this 36 floors tall residential building. This residential flat is currently under construction and you can expect the possession of the same by january 2030. The flat comes well built with vitrified flooring option...",KRISHNA ENTERPRISES,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sanpada-navi-mumbai-1350-sqft-spid-Y93323560,,3
3515,R86459328,PROPERTY,"2 BHK Flat in Sector 4 Sanpada, Navi Mumbai","2 BHK Flat in Sector 4 Sanpada, Navi Mumbai",Tricity Skyline,"Sector 4 Sanpada, Navi Mumbai",₹1.85 Cr,"₹18,298 /sqft","1,011 sqft",(94 sqm),Super Built-up Area,2 BHK,2.0,Ready To Move,6th out of 17 Floors | Overlooking Park,,"2 bhk premium corner flat for sale in tricity skyline, sanpada | north-East facing | ready to move | Experience elegant living in this semi-Furnished 2 bhk corner apartment at tricity skyline, sanpada, one of navi mumbais most well-Maintained premium societies. Location advantage: Just 5 mins walk from sanpada station Surrounded by schools, markets & daily convenience stores Excellent connectiv...",Owner,4w ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tricity-skyline-sector-4-sanpada-navi-mumbai-1011-sqft-r1-spid-R86459328,,3
3516,Q92651304,PROPERTY,"2 BHK Flat in Sector 4 Sanpada, Navi Mumbai","2 BHK Flat in Sector 4 Sanpada, Navi Mumbai",Tricity Skyline,"Sector 4 Sanpada, Navi Mumbai",₹1.95 Cr,"₹30,000 /sqft",650 sqft,(60 sqm),Carpet Area,2 BHK,2.0,Ready To Move,15th out of 17 Floors | Overlooking Main Road,,2bhk with 2 covered car parks,CUSHMAN AND WAKEFIELD INDIA PRIVATE LIMITED,Dealer,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tricity-skyline-sector-4-sanpada-navi-mumbai-650-sqft-spid-Q92651304,,3
3517,T92039294,PROPERTY,"4 BHK Flat in Sanpada, Navi Mumbai","4 BHK Flat in Sanpada, Navi Mumbai",Goodwill Unity,"Sanpada, Navi Mumbai",₹4.4 Cr,"₹17,959 /sqft","2,450 sqft",(228 sqm),Built-up Area,4 BHK,4.0,Ready To Move,20th out of 25 Floors | East Facing,,"The flat is north-East-Facing. Constructed on a built up area of 2450 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 25 floors and this property is situated on 20th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The floor of this flat is beautifully designed using vitrified flooring, giving...",Shushila Real Estate Consultant,Dealer,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-goodwill-unity-sanpada-navi-mumbai-2450-sqft-spid-T92039294,,3
3518,F63199166,PROPERTY,"2 BHK Flat in Sector 2 Sanpada, Navi Mumbai","2 BHK Flat in Sector 2 Sanpada, Navi Mumbai",C Teja Preeti Park,"Sector 2 Sanpada, Navi Mumbai",₹2.7 Cr,"₹28,421 /sqft",950 sqft,(88 sqm),Carpet Area,2 BHK,2.0,Ready To Move,7th out of 7 Floors | Overlooking Park,,"Check out this 2 bhk fully furnished flat for sale in preeti park, a popular residential project that houses in-Demand apartments in sector-2 sanpada, mumbai navi. The floor plan additionally contains 2 bathrooms. All in all, the apartment is spread over an carpet area of 950 sq.Ft.. The residential building has 7 floors in total and the flat for sale is located on the 7th floor. Being a ready ...",Owner,1mo ago,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-c-teja-preeti-park-sector-2-sanpada-navi-mumbai-950-sqft-r2-spid-F63199166,,3
